time_s,fz_N,velocity_mps,state,surface
86.55,-5.9748,0.1992,CONTACT,MIR
86.6,-6.0146,0.0,CONTACT,MIR
86.65,-6.2601,0.0,CONTACT,MIR
86.7,-6.075,0.1975,CONTACT,MIR
86.75,-5.7748,0.0,CONTACT,MIR
86.8,-6.2314,0.0,CONTACT,MIR
86.85,-5.9956,0.1999,CONTACT,MIR
86.9,-6.1216,0.0,CONTACT,MIR
86.95,-5.9354,0.0,CONTACT,MIR
87.0,-6.0354,0.1988,CONTACT,MIR
87.05,-5.6585,0.0,CONTACT,MIR
87.1,-5.8526,0.0,CONTACT,MIR
87.15,-6.2163,0.1928,CONTACT,MIR
87.2,-5.8306,0.0,CONTACT,MIR
87.25,-6.1198,0.0,CONTACT,MIR
87.3,-6.0802,0.1973,CONTACT,MIR
87.35,-5.9009,0.0,CONTACT,MIR
87.4,-6.062,0.1979,CONTACT,MIR
87.45,-5.7851,0.1928,CONTACT,MIR
87.5,-6.1188,0.196,CONTACT,MIR
87.55,-6.0878,0.1971,CONTACT,MIR
87.6,-6.0954,0.1968,CONTACT,MIR
87.65,-6.0771,0.1974,CONTACT,MIR
87.7,-5.744,0.1915,CONTACT,MIR
87.75,-5.8382,0.1946,CONTACT,MIR
87.8,-5.6224,0.1874,CONTACT,MIR
87.85,-5.5116,0.1837,CONTACT,MIR
87.9,-6.1726,0.1942,CONTACT,MIR
87.95,-5.9536,0.1985,CONTACT,MIR
88.0,-6.2043,0.1932,CONTACT,MIR
88.05,-6.1255,0.1958,CONTACT,MIR
88.1,-6.0968,0.1968,CONTACT,MIR
88.15,-6.1829,0.1939,CONTACT,MIR
88.2,-6.1822,0.1939,CONTACT,MIR
88.25,-6.0008,0.2,CONTACT,MIR
88.3,-6.2153,0.1928,CONTACT,MIR
88.35,-5.8032,0.1934,CONTACT,MIR
88.4,-6.1552,0.1948,CONTACT,MIR
88.45,-5.4095,0.1803,CONTACT,MIR
88.5,-6.0626,0.1979,CONTACT,MIR
88.55,-5.9587,0.1986,CONTACT,MIR
88.6,-6.2332,0.1922,CONTACT,MIR
88.65,-5.6332,0.1878,CONTACT,MIR
88.7,-5.7518,0.1917,CONTACT,MIR
88.75,-5.9183,0.1973,CONTACT,MIR
88.8,-6.2494,0.1917,CONTACT,MIR
88.85,-5.9394,0.198,CONTACT,MIR
88.9,-6.2075,0.1931,CONTACT,MIR
88.95,-5.6916,0.1897,CONTACT,MIR
89.0,-5.8244,0.1941,CONTACT,MIR
89.05,-5.9702,0.199,CONTACT,MIR
89.1,-6.4799,0.184,CONTACT,MIR
89.15,-6.1894,0.1937,CONTACT,MIR
89.2,-5.8537,0.1951,CONTACT,MIR
89.25,-5.7487,0.1916,CONTACT,MIR
89.3,-5.7727,0.1924,CONTACT,MIR
89.35,-6.3206,0.1893,CONTACT,MIR
